experiment,agent_model,tier,subtest,pass_rate,mean_score,median_score,std_score,mean_impl_rate,median_impl_rate,std_impl_rate,consistency,mean_cost,total_cost,mean_duration,cop,mean_r_prog,median_r_prog,std_r_prog,mean_cfp,median_cfp,std_cfp,mean_pr_revert_rate,median_pr_revert_rate,std_pr_revert_rate,mean_strategic_drift,median_strategic_drift,std_strategic_drift,grade_S,grade_A,grade_B,grade_C,grade_D,grade_F,modal_grade
test-001,claude-haiku-4-5,T3,33,0.0,0.0,0.0,0.0,,,,0.0,0.03409631666666667,0.10228895,15.973097000000001,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,34,0.0,0.0,0.0,0.0,,,,0.0,0.04140683333333333,0.1242205,13.438825666666666,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,35,0.0,0.0,0.0,0.0,,,,0.0,0.04126216666666666,0.1237865,17.388645333333333,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,36,0.0,0.0,0.0,0.0,,,,0.0,0.03318633333333334,0.09955900000000001,20.146541666666668,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,37,0.0,0.0,0.0,0.0,,,,0.0,0.03901336666666667,0.11704010000000001,15.836006666666668,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,38,0.0,0.0,0.0,0.0,,,,0.0,0.035711,0.107133,18.183634666666666,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,39,0.0,0.0,0.0,0.0,,,,0.0,0.03638965,0.10916895,18.359722,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,40,0.0,0.0,0.0,0.0,,,,0.0,0.0385091,0.1155273,22.269507,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T3,41,0.0,0.0,0.0,0.0,,,,0.0,0.030517533333333333,0.0915526,14.935447333333334,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,01,0.0,0.0,0.0,0.0,,,,0.0,0.04338258333333333,0.13014774999999998,14.243609000000001,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,02,0.0,0.0,0.0,0.0,,,,0.0,0.0408529,0.12255869999999999,18.901659,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,03,0.0,0.0,0.0,0.0,,,,0.0,0.0386091,0.1158273,15.823783999999998,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,04,0.0,0.0,0.0,0.0,,,,0.0,0.033345566666666666,0.1000367,15.342264333333333,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,05,0.0,0.0,0.0,0.0,,,,0.0,0.03544618333333333,0.10633854999999999,14.443293666666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,06,0.0,0.0,0.0,0.0,,,,0.0,0.0340888,0.10226640000000001,15.276929,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,07,0.0,0.0,0.0,0.0,,,,0.0,0.03544778333333334,0.10634335,17.033522,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,08,0.0,0.0,0.0,0.0,,,,0.0,0.043948183333333335,0.13184455,20.325167333333333,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,09,0.0,0.0,0.0,0.0,,,,0.0,0.04904168333333334,0.14712505000000003,18.162058666666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,10,0.0,0.0,0.0,0.0,,,,0.0,0.03669298333333334,0.11007895000000001,19.618524,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,11,0.0,0.0,0.0,0.0,,,,0.0,0.03351528333333333,0.10054585,16.091303666666665,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,12,0.0,0.0,0.0,0.0,,,,0.0,0.03924868333333334,0.11774605000000002,17.800712666666666,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,13,0.0,0.0,0.0,0.0,,,,0.0,0.036256166666666666,0.1087685,20.010989666666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T4,14,0.0,0.0,0.0,0.0,,,,0.0,0.038734733333333334,0.11620420000000001,14.189577333333332,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,01,0.0,0.0,0.0,0.0,,,,0.0,0.032459600000000005,0.09737880000000002,15.46799,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,02,0.0,0.0,0.0,0.0,,,,0.0,0.03445325,0.10335975,15.828969333333333,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,03,0.0,0.0,0.0,0.0,,,,0.0,0.0345126,0.1035378,14.756496333333333,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,04,0.0,0.0,0.0,0.0,,,,0.0,0.037069300000000006,0.11120790000000001,15.970661666666665,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,05,0.0,0.0,0.0,0.0,,,,0.0,0.03130473333333333,0.09391419999999999,17.18059033333333,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,06,0.0,0.0,0.0,0.0,,,,0.0,0.06852989999999999,0.2055897,20.148933,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,07,0.0,0.0,0.0,0.0,,,,0.0,0.03407308333333334,0.10221925000000001,16.903541,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,08,0.0,0.0,0.0,0.0,,,,0.0,0.0443291,0.1329873,18.63689066666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,09,0.0,0.0,0.0,0.0,,,,0.0,0.03999598333333334,0.11998795000000001,15.609820666666666,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,10,0.0,0.0,0.0,0.0,,,,0.0,0.03784506666666667,0.1135352,18.041067,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,11,0.0,0.0,0.0,0.0,,,,0.0,0.03239915000000001,0.09719745000000002,13.422323333333333,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,12,0.0,0.0,0.0,0.0,,,,0.0,0.03722,0.11166000000000001,16.702245,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,13,0.0,0.0,0.0,0.0,,,,0.0,0.03422018333333334,0.10266055000000002,14.815502,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,14,0.0,0.0,0.0,0.0,,,,0.0,0.035448216666666664,0.10634465,15.354656,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T5,15,0.0,0.0,0.0,0.0,,,,0.0,0.03180123333333333,0.0954037,19.657367666666666,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-001,claude-haiku-4-5,T6,01,0.0,0.0,0.0,0.0,,,,0.0,0.07036548333333334,0.21109645000000002,18.57642866666667,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-002,claude-haiku-4-5,T0,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020664083333333333,0.06199225,58.99096433333333,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,F
test-002,claude-haiku-4-5,T0,01,1.0,0.6722222222222222,0.6933333333333334,0.08043861243439222,0.8476190476190476,0.8428571428571429,0.01081696827771481,0.8803392542298297,0.19690925,0.59072775,335.5724773333333,0.19690925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T0,02,1.0,0.6712222222222222,0.6466666666666666,0.13057664132324454,0.8163025210084034,0.8117647058823529,0.02742587315777225,0.8054643648552887,0.22682014999999997,0.6804604499999999,375.60694566666666,0.22682014999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,A
test-002,claude-haiku-4-5,T0,03,1.0,0.7000000000000001,0.6966666666666667,0.005773502691896263,0.8132539682539681,0.8083333333333333,0.024656751699767273,0.9917521390115768,0.2903162000000001,0.8709486000000002,758.5306403333334,0.2903162000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,04,1.0,0.6125555555555556,0.6396666666666667,0.06536252182450787,0.8174891774891776,0.8181818181818182,0.028577724611295978,0.8932953570795265,0.25278855,0.75836565,511.06967099999997,0.25278855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T0,05,1.0,0.6211111111111111,0.6133333333333334,0.07530186166603306,0.8051470588235293,0.8,0.04543974869258934,0.8787626556360827,0.18561214999999998,0.5568364499999999,417.63116800000006,0.18561214999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T0,06,0.6666666666666666,0.5917777777777777,0.614,0.05889947493949454,0.7200332821300562,0.7666666666666667,0.16945653695279647,0.9004702826782855,0.2636654166666667,0.7909962500000001,720.0671753333332,0.3954981250000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T0,07,1.0,0.6616666666666666,0.6663333333333333,0.013295780450119468,0.8100721500721502,0.8228571428571428,0.027243209936551775,0.9799056214859655,0.1978559666666667,0.5935679,286.90289,0.1978559666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,08,1.0,0.6512222222222223,0.6880000000000001,0.07133826566540677,0.8164790764790765,0.8151515151515151,0.0030797856443183984,0.8904548044721616,0.20868675,0.62606025,869.1135323333333,0.20868675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T0,09,1.0,0.7124444444444444,0.73,0.05899278047480178,0.8152380952380952,0.8,0.03673771718473502,0.9171966587222059,0.22377461666666668,0.67132385,445.255743,0.22377461666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,10,1.0,0.705111111111111,0.6709999999999999,0.059082177547071804,0.8115546218487394,0.825,0.035374682957399865,0.9162086987198792,0.22113766666666665,0.6634129999999999,494.6369563333333,0.22113766666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,11,1.0,0.7155555555555555,0.73,0.037168285963728266,0.8478991596638655,0.8542857142857142,0.01626348961802078,0.9480567432183922,0.20205418333333336,0.6061625500000001,294.6091046666667,0.20205418333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,12,1.0,0.7188888888888889,0.73,0.05747785402834476,0.7942296918767507,0.7941176470588235,0.034285851595265246,0.9200462617843737,0.23567020000000002,0.7070106,281.28082866666665,0.23567020000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,13,0.6666666666666666,0.6687777777777777,0.7433333333333333,0.1597923420962112,0.8101960784313725,0.84,0.07959528539995828,0.7610681045246883,0.2143161,0.6429483,386.3951556666666,0.32147415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T0,14,1.0,0.6755555555555555,0.7343333333333333,0.12075334517258876,0.7648436748436748,0.7485714285714286,0.04734777850546234,0.8212532719484705,0.23819593333333336,0.7145878000000001,547.9669393333334,0.23819593333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T0,15,1.0,0.7567777777777778,0.754,0.02494957878364845,0.8467532467532468,0.8727272727272728,0.053056359002118136,0.9670318295326918,0.24034826666666667,0.7210448,641.3310660000001,0.24034826666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,16,1.0,0.7338888888888889,0.7513333333333333,0.0668948871433828,0.8209523809523809,0.8314285714285714,0.018145294174531153,0.9088487533246865,0.23265661666666668,0.69796985,328.6995713333333,0.23265661666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,17,1.0,0.6904444444444443,0.6866666666666666,0.006543303050815743,0.7934835752482812,0.7828571428571428,0.021458566136960483,0.9905230564117571,0.2570115833333333,0.7710347499999999,417.450346,0.2570115833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,18,1.0,0.6936666666666667,0.7066666666666667,0.039792517442911866,0.8178867102396513,0.82,0.03909514881122908,0.9426345255508238,0.20845954999999997,0.6253786499999999,376.21934566666664,0.20845954999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,19,1.0,0.665,0.6516666666666667,0.024551533104427047,0.8024867724867725,0.7942857142857143,0.0330731848922193,0.9630804013467262,0.2455566166666667,0.7366698500000001,376.2503776666667,0.2455566166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,20,1.0,0.6722222222222222,0.7399999999999999,0.11826163712216575,0.8045238095238095,0.8342857142857143,0.06959186167135022,0.8240735976695055,0.21316710000000003,0.6395013,431.87769099999997,0.21316710000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T0,21,0.6666666666666666,0.545,0.5133333333333333,0.07907450776184308,0.75003471003471,0.7757575757575758,0.052622949296116196,0.8549091600700127,0.19214561666666663,0.5764368499999999,917.2137763333334,0.28821842499999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0,0,C
test-002,claude-haiku-4-5,T0,22,1.0,0.6963333333333334,0.6523333333333333,0.07823966030373879,0.8071428571428573,0.8205882352941176,0.031242540243733234,0.8876405069836207,0.23142223333333334,0.6942667,480.18944000000005,0.23142223333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T0,23,0.6666666666666666,0.5428888888888889,0.652,0.2196930518633601,0.5257142857142857,0.7771428571428571,0.45542534503248633,0.5953259380331066,0.24876823333333334,0.7463047,628.1265060000001,0.37315235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,B
test-002,claude-haiku-4-5,T1,01,1.0,0.7107777777777778,0.7166666666666667,0.010199854755683418,0.7902453102453103,0.7878787878787878,0.008813041974173218,0.9856497275596138,0.21101115,0.63303345,266.37442733333336,0.21101115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T1,02,1.0,0.6622222222222222,0.6699999999999999,0.10521582756586752,0.8014718614718613,0.8121212121212121,0.021123944301299383,0.8411170389106027,0.2646342,0.7939026,500.6240656666667,0.2646342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T1,03,0.3333333333333333,0.5783333333333333,0.5733333333333334,0.1225765067213126,0.7477083333333333,0.703125,0.08245555453478837,0.7880521497614191,0.2086214666666667,0.6258644000000001,478.876724,0.6258644000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0,0,C
test-002,claude-haiku-4-5,T1,04,1.0,0.7108888888888889,0.706,0.045530616479870244,0.8180952380952381,0.8171428571428572,0.024299715851758247,0.9359525557488539,0.25457305,0.76371915,593.273467,0.25457305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T1,05,1.0,0.7038888888888888,0.7026666666666667,0.018863054228168193,0.7922077922077921,0.7857142857142857,0.03829395240899165,0.9732016593443545,0.23293423333333332,0.6988027,628.9867863333334,0.23293423333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T1,06,1.0,0.6452222222222223,0.6466666666666666,0.0978413303564803,0.8223665223665223,0.8228571428571428,0.00216334745534318,0.8483602594785048,0.22477498333333337,0.6743249500000001,692.9237696666665,0.22477498333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T1,07,1.0,0.7508888888888888,0.759,0.04834635839823276,0.8051058201058202,0.8085714285714286,0.03959803170899205,0.9356144975460055,0.21670463333333334,0.6501139,449.060899,0.21670463333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T1,08,1.0,0.6266666666666666,0.66,0.0635959467611297,0.7867532467532468,0.7878787878787878,0.019548127031533167,0.8985171062322398,0.23136155,0.69408465,545.1750713333333,0.23136155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T1,09,1.0,0.6318888888888888,0.6266666666666667,0.08794969100655298,0.8106277056277055,0.8114285714285714,0.0020169397490165104,0.8608146265062464,0.24698546666666663,0.7409563999999998,614.201741,0.24698546666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T1,10,1.0,0.7387777777777779,0.7366666666666667,0.0136232372288158,0.8229411764705882,0.8142857142857143,0.01991029242297401,0.981559763113349,0.19492663333333335,0.5847799,278.12526499999996,0.19492663333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T2,01,1.0,0.6728888888888888,0.6833333333333332,0.10937465343860442,0.8428556397306398,0.859375,0.032373013678241386,0.8374551055238706,0.1926357333333333,0.5779072,659.2215843333333,0.1926357333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T2,02,1.0,0.7362222222222222,0.7200000000000001,0.07041569690325004,0.8245004668534079,0.8333333333333334,0.01613078986306124,0.9043553769801916,0.23046656666666665,0.6913997,744.2219346666667,0.23046656666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0,0,B
test-002,claude-haiku-4-5,T2,03,1.0,0.7173333333333334,0.7353333333333333,0.0413816921409027,0.8154621848739495,0.8235294117647058,0.04060554287631436,0.9423117674615669,0.2160572333333333,0.6481716999999999,392.10180599999995,0.2160572333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T2,04,0.6666666666666666,0.6355555555555555,0.66,0.09245619583428767,0.7842460317460317,0.7999999999999999,0.045714337384229996,0.8545269645964005,0.24338114999999996,0.7301434499999999,845.6006953333334,0.36507172499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T2,05,1.0,0.7298888888888889,0.7166666666666667,0.03226682736415447,0.8135449735449735,0.8228571428571428,0.03213936227652597,0.9557921378783087,0.26082163333333336,0.7824649000000001,389.393672,0.26082163333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T2,06,1.0,0.61,0.559,0.10521881960942156,0.8095238095238094,0.8085714285714286,0.0043643578047198395,0.8275101317878335,0.20651908333333333,0.61955725,247.29031966666665,0.20651908333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0,0,C
test-002,claude-haiku-4-5,T2,07,1.0,0.6816666666666666,0.7383333333333333,0.10456470617649997,0.7996536796536797,0.8,0.01766488395192954,0.8466043430173594,0.2488345666666667,0.7465037000000001,316.72953800000005,0.2488345666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T2,08,0.6666666666666666,0.5611111111111112,0.68,0.27809537399431344,0.5606060606060607,0.8333333333333334,0.4855581926958202,0.5043844819903326,0.2325032,0.6975096,1307.4166096666665,0.34875480000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,B
test-002,claude-haiku-4-5,T2,09,1.0,0.7396666666666666,0.7456666666666667,0.01126942766958472,0.8107843137254903,0.8088235294117647,0.011886623189198135,0.9847641807080874,0.24137170000000008,0.7241151000000002,286.33091,0.24137170000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T2,10,1.0,0.7155555555555556,0.7200000000000001,0.023648662948658614,0.8265873015873016,0.8285714285714286,0.01734721666221777,0.9669506263139864,0.179817,0.539451,421.23850799999997,0.179817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T2,11,1.0,0.6597777777777777,0.6866666666666666,0.09651789317895257,0.8101010101010102,0.8,0.017495462702715948,0.8537115125276906,0.17645241666666664,0.5293572499999999,364.4200006666667,0.17645241666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T2,12,1.0,0.6807777777777778,0.7000000000000001,0.092674060456427,0.788914353620236,0.8117647058823529,0.06829769282504822,0.8638703208572152,0.24155538333333335,0.72466615,249.46018700000002,0.24155538333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,B
test-002,claude-haiku-4-5,T2,13,1.0,0.6917777777777777,0.6746666666666666,0.03678365176320913,0.8061760461760462,0.803030303030303,0.013736070123796606,0.9468273585176867,0.20769378333333335,0.6230813500000001,399.16008566666665,0.20769378333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
test-002,claude-haiku-4-5,T2,14,1.0,0.7073333333333333,0.709,0.04319079119956529,0.8259663865546218,0.8264705882352942,0.017148417289111616,0.938938560980822,0.19807628333333335,0.59422885,685.0649996666666,0.19807628333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,B
