experiment,agent_model,tier,subtest,run_number,judge_model,judge_number,criterion,criterion_score,criterion_achieved,criterion_max
test-001,claude-haiku-4-5,T0,14,1,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,1,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,14,1,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,1,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,14,1,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,14,1,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,1,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,14,1,claude-haiku-4-5,3,proportionality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,14,1,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,14,1,claude-haiku-4-5,3,overall_quality,0.975,1.95,2.0
test-001,claude-haiku-4-5,T0,14,2,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,2,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,14,2,claude-opus-4-6,1,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,2,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,14,2,claude-opus-4-6,1,overall_quality,0.925,1.85,2.0
test-001,claude-haiku-4-5,T0,14,2,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,2,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,14,2,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,2,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,14,2,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,14,2,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,2,claude-haiku-4-5,3,code_quality,1.0,3.75,3.75
test-001,claude-haiku-4-5,T0,14,2,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,2,claude-haiku-4-5,3,build_pipeline,0.917,2.75,3.0
test-001,claude-haiku-4-5,T0,14,2,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,14,3,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,3,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,14,3,claude-opus-4-6,1,proportionality,0.71,2.5,3.5
test-001,claude-haiku-4-5,T0,14,3,claude-opus-4-6,1,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,14,3,claude-opus-4-6,1,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,14,3,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,3,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,14,3,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,3,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,14,3,claude-sonnet-4-6,2,overall_quality,0.925,1.85,2.0
test-001,claude-haiku-4-5,T0,14,3,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,3,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,14,3,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,14,3,claude-haiku-4-5,3,build_pipeline,0.67,2.0,3.0
test-001,claude-haiku-4-5,T0,14,3,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,15,1,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,1,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,15,1,claude-opus-4-6,1,proportionality,0.857,3.0,3.5
test-001,claude-haiku-4-5,T0,15,1,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,15,1,claude-opus-4-6,1,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,15,1,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,1,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,15,1,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,1,claude-sonnet-4-6,2,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,15,1,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,15,1,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,1,claude-haiku-4-5,3,code_quality,0.875,3.5,4.0
test-001,claude-haiku-4-5,T0,15,1,claude-haiku-4-5,3,proportionality,0.857,3.0,3.5
test-001,claude-haiku-4-5,T0,15,1,claude-haiku-4-5,3,build_pipeline,0.667,2.0,3.0
test-001,claude-haiku-4-5,T0,15,1,claude-haiku-4-5,3,overall_quality,0.925,1.85,2.0
test-001,claude-haiku-4-5,T0,15,2,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,2,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,15,2,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,2,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,15,2,claude-sonnet-4-6,2,overall_quality,0.925,1.85,2.0
test-001,claude-haiku-4-5,T0,15,2,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,2,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,15,2,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,2,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,15,2,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,15,3,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,3,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,15,3,claude-opus-4-6,1,proportionality,0.714,2.5,3.5
test-001,claude-haiku-4-5,T0,15,3,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,15,3,claude-opus-4-6,1,overall_quality,0.95,1.9,2.0
test-001,claude-haiku-4-5,T0,15,3,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,3,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,15,3,claude-sonnet-4-6,2,proportionality,0.857,3.0,3.5
test-001,claude-haiku-4-5,T0,15,3,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,15,3,claude-sonnet-4-6,2,overall_quality,0.925,1.85,2.0
test-001,claude-haiku-4-5,T0,15,3,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,3,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,15,3,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,15,3,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,15,3,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,1,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,1,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,16,1,claude-opus-4-6,1,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,1,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,1,claude-opus-4-6,1,overall_quality,0.875,1.75,2.0
test-001,claude-haiku-4-5,T0,16,1,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,1,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,16,1,claude-sonnet-4-6,2,proportionality,0.857,3.0,3.5
test-001,claude-haiku-4-5,T0,16,1,claude-sonnet-4-6,2,build_pipeline,0.667,2.0,3.0
test-001,claude-haiku-4-5,T0,16,1,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,16,1,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,1,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,16,1,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,1,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,1,claude-haiku-4-5,3,overall_quality,0.96,1.92,2.0
test-001,claude-haiku-4-5,T0,16,2,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,2,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,16,2,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,2,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,2,claude-sonnet-4-6,2,overall_quality,0.925,1.85,2.0
test-001,claude-haiku-4-5,T0,16,2,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,2,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,16,2,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,2,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,2,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,3,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,3,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,16,3,claude-opus-4-6,1,proportionality,0.714,2.5,3.5
test-001,claude-haiku-4-5,T0,16,3,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,3,claude-opus-4-6,1,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,16,3,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,3,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,16,3,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,3,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,3,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,16,3,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,3,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,16,3,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,16,3,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,16,3,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,17,1,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,1,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,17,1,claude-opus-4-6,1,proportionality,0.71,2.5,3.5
test-001,claude-haiku-4-5,T0,17,1,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,17,1,claude-opus-4-6,1,overall_quality,0.85,1.7,2.0
test-001,claude-haiku-4-5,T0,17,1,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,1,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,17,1,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,1,claude-sonnet-4-6,2,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,17,1,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,17,1,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,1,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,17,1,claude-haiku-4-5,3,proportionality,0.86,3.0,3.5
test-001,claude-haiku-4-5,T0,17,1,claude-haiku-4-5,3,build_pipeline,0.67,2.0,3.0
test-001,claude-haiku-4-5,T0,17,1,claude-haiku-4-5,3,overall_quality,0.975,1.95,2.0
test-001,claude-haiku-4-5,T0,17,2,claude-opus-4-6,1,functional,0.857,3.0,3.5
test-001,claude-haiku-4-5,T0,17,2,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,17,2,claude-opus-4-6,1,proportionality,0.714,2.5,3.5
test-001,claude-haiku-4-5,T0,17,2,claude-opus-4-6,1,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,17,2,claude-opus-4-6,1,overall_quality,0.8,1.6,2.0
test-001,claude-haiku-4-5,T0,17,2,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,2,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,17,2,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,2,claude-sonnet-4-6,2,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,17,2,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,17,2,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,2,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,17,2,claude-haiku-4-5,3,proportionality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,17,2,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,17,2,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,17,3,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,3,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,17,3,claude-opus-4-6,1,proportionality,0.714,2.5,3.5
test-001,claude-haiku-4-5,T0,17,3,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,17,3,claude-opus-4-6,1,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,17,3,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,3,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,17,3,claude-sonnet-4-6,2,proportionality,0.857,3.0,3.5
test-001,claude-haiku-4-5,T0,17,3,claude-sonnet-4-6,2,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,17,3,claude-sonnet-4-6,2,overall_quality,0.925,1.85,2.0
test-001,claude-haiku-4-5,T0,17,3,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,3,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,17,3,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,17,3,claude-haiku-4-5,3,build_pipeline,0.833,2.5,3.0
test-001,claude-haiku-4-5,T0,17,3,claude-haiku-4-5,3,overall_quality,0.975,1.95,2.0
test-001,claude-haiku-4-5,T0,18,1,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,1,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,18,1,claude-opus-4-6,1,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,1,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,18,1,claude-opus-4-6,1,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,18,1,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,1,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,18,1,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,1,claude-sonnet-4-6,2,build_pipeline,0.667,2.0,3.0
test-001,claude-haiku-4-5,T0,18,1,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,18,1,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,1,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,18,1,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,1,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,18,1,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,18,2,claude-opus-4-6,1,functional,0.714,2.5,3.5
test-001,claude-haiku-4-5,T0,18,2,claude-opus-4-6,1,code_quality,0.667,2.0,3.0
test-001,claude-haiku-4-5,T0,18,2,claude-opus-4-6,1,proportionality,0.714,2.5,3.5
test-001,claude-haiku-4-5,T0,18,2,claude-opus-4-6,1,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,18,2,claude-opus-4-6,1,overall_quality,0.65,1.3,2.0
test-001,claude-haiku-4-5,T0,18,2,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,2,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,18,2,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,2,claude-sonnet-4-6,2,build_pipeline,0.667,2.0,3.0
test-001,claude-haiku-4-5,T0,18,2,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,18,2,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,2,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,18,2,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,2,claude-haiku-4-5,3,build_pipeline,0.67,2.0,3.0
test-001,claude-haiku-4-5,T0,18,2,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,18,3,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,3,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,18,3,claude-opus-4-6,1,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,3,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,18,3,claude-opus-4-6,1,overall_quality,0.85,1.7,2.0
test-001,claude-haiku-4-5,T0,18,3,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,3,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,18,3,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,3,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,18,3,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,18,3,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,3,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,18,3,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,18,3,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,18,3,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,1,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,1,claude-opus-4-6,1,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,19,1,claude-opus-4-6,1,proportionality,0.857,3.0,3.5
test-001,claude-haiku-4-5,T0,19,1,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,1,claude-opus-4-6,1,overall_quality,0.85,1.7,2.0
test-001,claude-haiku-4-5,T0,19,1,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,1,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,19,1,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,1,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,1,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,19,1,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,1,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,19,1,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,1,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,1,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,2,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,2,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,19,2,claude-opus-4-6,1,proportionality,0.714,2.5,3.5
test-001,claude-haiku-4-5,T0,19,2,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,2,claude-opus-4-6,1,overall_quality,0.875,1.75,2.0
test-001,claude-haiku-4-5,T0,19,2,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,2,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,19,2,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,2,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,2,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,19,2,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,2,claude-haiku-4-5,3,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,19,2,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,2,claude-haiku-4-5,3,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,2,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,19,3,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,3,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,19,3,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,3,claude-sonnet-4-6,2,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,19,3,claude-sonnet-4-6,2,overall_quality,0.925,1.85,2.0
test-001,claude-haiku-4-5,T0,19,3,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,3,claude-haiku-4-5,3,code_quality,0.9375,3.75,4.0
test-001,claude-haiku-4-5,T0,19,3,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,19,3,claude-haiku-4-5,3,build_pipeline,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,19,3,claude-haiku-4-5,3,overall_quality,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,20,1,claude-opus-4-6,1,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,20,1,claude-opus-4-6,1,code_quality,1.0,3.0,3.0
test-001,claude-haiku-4-5,T0,20,1,claude-opus-4-6,1,proportionality,0.714,2.5,3.5
test-001,claude-haiku-4-5,T0,20,1,claude-opus-4-6,1,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,20,1,claude-opus-4-6,1,overall_quality,0.875,1.75,2.0
test-001,claude-haiku-4-5,T0,20,1,claude-sonnet-4-6,2,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,20,1,claude-sonnet-4-6,2,code_quality,1.0,4.0,4.0
test-001,claude-haiku-4-5,T0,20,1,claude-sonnet-4-6,2,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,20,1,claude-sonnet-4-6,2,build_pipeline,1.0,2.0,2.0
test-001,claude-haiku-4-5,T0,20,1,claude-sonnet-4-6,2,overall_quality,0.9,1.8,2.0
test-001,claude-haiku-4-5,T0,20,1,claude-haiku-4-5,3,functional,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,20,1,claude-haiku-4-5,3,code_quality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,20,1,claude-haiku-4-5,3,proportionality,1.0,3.5,3.5
test-001,claude-haiku-4-5,T0,20,1,claude-haiku-4-5,3,build_pipeline,0.83,2.5,3.0
test-001,claude-haiku-4-5,T0,20,1,claude-haiku-4-5,3,overall_quality,0.975,1.95,2.0
test-001,claude-haiku-4-5,T0,20,2,claude-opus-4-6,1,functional,1.0,3.5,3.5
